"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Name","Locker_Name","Locker Box Door","Locker Size","Address","Location","PopupInfo","Latitude","Longitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac","Status"
"POINT (-74.02809999999994 40.63166000000007)","3","Brooklyn","310","47","46","26","11","3 Ave and Bay Ridge Pkwy","GoLocker- KeyFood- Bay Ridge","15","L","7414 3rd Ave Brooklyn NY 11209","Outdoor","GoLocker","40.63166","-74.0281","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00171999999998 40.65644000000003)","3","Brooklyn","307","38","51","26","10","4 Av and 32 St","Ocean Eats","14","L","865 4th Ave, Brooklyn, NY 11232","Indoor","GoLocker","40.65644","-74.00172","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","27","S","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","17","S","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95934939999995 40.691084240000066)","3","Brooklyn","303","33","57","25","7","Taaffe Pl and DeKalb Av","GoLocker- Taaffe Pl","16","M","241 Taaffe Pl, Brooklyn, NY 11205","Outdoor","GoLocker","40.69108424","-73.9593494","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00808176999993 40.64352783000004)","3","Brooklyn","307","43","49","17","10","6th Ave and 51st St","GoLocker- City Fresh Market","29","S","5009 6th Ave, Brooklyn, NY 11220","Outdoor","GoLocker","40.64352783","-74.00808177","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98917194999996 40.58795333000006)","3","Brooklyn","313","47","46","17","8","Cropsey Ave and Bay 46 St","GoLocker-Shan Market","17","S","2727 Cropsey Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.58795333","-73.98917195","Gravesend (South)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","Active"
"POINT (-73.96192943999995 40.67831339000003)","3","Brooklyn","308","35","57","25","9","Grand Ave and Bergen St","GoLocker-GB Collision Center","29","S","569 Grand Ave, Brooklyn NY 11238","Outdoor","GoLocker","40.67831339","-73.96192944","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96927363999998 40.677445360000036)","3","Brooklyn","308","35","52","20","10","Vanderbilt Av and Prospect Pl","GoLocker- Foodtown Prospect Heights","17","S","632 Vanderbilt Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67744536","-73.96927364","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95393796999997 40.71039021000007)","3","Brooklyn","301","34","53","18","7","S 2 St and Keap St","GoLocker-Toribio Grocery Store","14","S","335 S 2nd St, Brooklyn NY 11211","Outdoor","GoLocker","40.71039021","-73.95393797","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.98069999999996 40.71407000000005)","1","Manhattan","103","1","65","27","10","Grand St and Jackson St","Fine Fare Supermarkets-LES","16","M","545 Grand St,New York, NY 10002","Indoor","GoLocker","40.71407","-73.9807","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","27","S","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","34","M","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-73.99953132999997 40.61348774000004)","3","Brooklyn","311","43","49","17","11","17 Ave and 77 St","GoLocker-The Time Deli","16","M","7701 17 Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61348774","-73.99953133","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","19","S","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96926879999995 40.580711360000066)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Ocean Pkwy","GoLocker-425 Neptune Ave","33","S","425 Neptune Ave, Brooklyn, NY 11224","Outdoor","GoLocker","40.58071136","-73.9692688","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.95282059999994 40.655512300000055)","3","Brooklyn","309","40","43","20","9","Clarkson Ave and Nostrand Ave","GoLocker-Nostrand Food Corp","25","M","1294 Nostrand Ave, Brooklyn NY 11226","Outdoor","GoLocker","40.6555123","-73.9528206","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","11","S","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98069999999996 40.71407000000005)","1","Manhattan","103","1","65","27","10","Grand St and Jackson St","Fine Fare Supermarkets-LES","11","S","545 Grand St,New York, NY 10002","Indoor","GoLocker","40.71407","-73.9807","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","26","S","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99326999999994 40.68243000000007)","3","Brooklyn","306","39","52","26","10","Smith St and Sackett St","MobiCompu Repair","7","S","279 Smith St,Brooklyn, NY 11231","Indoor","GoLocker","40.68243","-73.99327","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.92355449999997 40.73937840000008)","4","Queens","402","26","37","12","7","44 St and 48 Ave","GoLocker-C&A Grocery","13","S","4806 46 St, Sunnyside NY 11377","Outdoor","GoLocker","40.7393784","-73.9235545","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96469583999993 40.60615210000003)","3","Brooklyn","315","44","45","22","9","Kings Hwy and E 8 St","GoLocker-SG Convenience","10","S","730 Kings Hwy, Brooklyn NY 11223","Outdoor","GoLocker","40.6061521","-73.96469584","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.93933828999997 40.69122557000003)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Marcus Garvey Blvd","Ideal Food Basket- Lafayette Ave","27","S","830 Lafayette Ave, Brooklyn, NY 11221","Outdoor","GoLocker","40.69122557","-73.93933829","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","5","S","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99953132999997 40.61348774000004)","3","Brooklyn","311","43","49","17","11","17 Ave and 77 St","GoLocker-The Time Deli","14","S","7701 17 Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61348774","-73.99953133","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.91255056999995 40.76318052000005)","4","Queens","401","22","34","12","14","30th Av and 43rd St","GoLocker- KeyFood Woodside","23","S","42-15 30th Ave., Astoria, NY 11103","Outdoor","GoLocker","40.76318052","-73.91255057","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","33","S","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98847969999997 40.616736900000035)","3","Brooklyn","311","43","49","17","11","20 Ave and 65 St","GoLocker-Hot Bagel","30","S","6424 20th Ave, Brooklyn NY 11204","Outdoor","GoLocker","40.6167369","-73.9884797","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","22","S","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.93933828999997 40.69122557000003)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Marcus Garvey Blvd","Ideal Food Basket- Lafayette Ave","38","S","830 Lafayette Ave, Brooklyn, NY 11221","Outdoor","GoLocker","40.69122557","-73.93933829","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
